0 	 -32.00000000 	 -16.00000000 
1 	 -32.00000000 	 -16.00000000 
2 	 -32.00000000 	 -16.00000000 
3 	 -24.00000000 	 -14.00000000 
4 	 -32.00000000 	 -16.00000000 
5 	 -32.00000000 	 -16.00000000 
6 	 -32.00000000 	 -16.00000000 
7 	 -24.00000000 	 -14.00000000 
8 	 -32.00000000 	 -16.00000000 
9 	 -32.00000000 	 -16.00000000 
10 	 -32.00000000 	 -16.00000000 
11 	 -32.00000000 	 -16.00000000 
12 	 -32.00000000 	 -16.00000000 
13 	 -24.00000000 	 -14.00000000 
14 	 -32.00000000 	 -16.00000000 
15 	 -20.00000000 	 -12.00000000 
16 	 -24.00000000 	 -14.00000000 
17 	 -32.00000000 	 -16.00000000 
18 	 -32.00000000 	 -16.00000000 
19 	 -20.00000000 	 -12.00000000 
20 	 -16.00000000 	 -12.00000000 
21 	 -24.00000000 	 -14.00000000 
22 	 -12.00000000 	 -8.00000000 
23 	 -8.00000000 	 -2.00000000 
24 	 -8.00000000 	 -6.00000000 
25 	 -24.00000000 	 -14.00000000 
26 	 -32.00000000 	 -16.00000000 
27 	 -32.00000000 	 -16.00000000 
28 	 -12.00000000 	 -10.00000000 
29 	 -24.00000000 	 -14.00000000 
30 	 -32.00000000 	 -16.00000000 
31 	 -24.00000000 	 -14.00000000 
32 	 -32.00000000 	 -16.00000000 
33 	 -32.00000000 	 -16.00000000 
34 	 -32.00000000 	 -16.00000000 
35 	 -32.00000000 	 -16.00000000 
36 	 -32.00000000 	 -16.00000000 
37 	 -32.00000000 	 -16.00000000 
38 	 -32.00000000 	 -16.00000000 
39 	 -24.00000000 	 -14.00000000 
40 	 -32.00000000 	 -16.00000000 
41 	 -32.00000000 	 -16.00000000 
42 	 -32.00000000 	 -16.00000000 
43 	 -32.00000000 	 -16.00000000 
44 	 -32.00000000 	 -16.00000000 
45 	 -24.00000000 	 -14.00000000 
46 	 -32.00000000 	 -16.00000000 
47 	 -32.00000000 	 -16.00000000 
48 	 -24.00000000 	 -14.00000000 
49 	 -16.00000000 	 -12.00000000 
50 	 -20.00000000 	 -12.00000000 
51 	 -12.00000000 	 -6.00000000 
52 	 -8.00000000 	 2.00000000 
53 	 -20.00000000 	 12.00000000 
54 	 -32.00000000 	 16.00000000 
55 	 -32.00000000 	 16.00000000 
56 	 -32.00000000 	 16.00000000 
57 	 -32.00000000 	 16.00000000 
58 	 -32.00000000 	 16.00000000 
59 	 -32.00000000 	 16.00000000 
60 	 -32.00000000 	 16.00000000 
61 	 -32.00000000 	 16.00000000 
62 	 -32.00000000 	 16.00000000 
63 	 -24.00000000 	 14.00000000 
64 	 -32.00000000 	 16.00000000 
65 	 -32.00000000 	 16.00000000 
66 	 -32.00000000 	 16.00000000 
67 	 -32.00000000 	 16.00000000 
68 	 -32.00000000 	 16.00000000 
69 	 -32.00000000 	 16.00000000 
70 	 -8.00000000 	 2.00000000 
71 	 -12.00000000 	 6.00000000 
72 	 -16.00000000 	 8.00000000 
73 	 -16.00000000 	 8.00000000 
74 	 -32.00000000 	 16.00000000 
75 	 -32.00000000 	 16.00000000 
76 	 -32.00000000 	 16.00000000 
77 	 -32.00000000 	 16.00000000 
78 	 -32.00000000 	 16.00000000 
79 	 -32.00000000 	 16.00000000 
80 	 -12.00000000 	 10.00000000 
81 	 -24.00000000 	 14.00000000 
82 	 -32.00000000 	 16.00000000 
83 	 -32.00000000 	 16.00000000 
84 	 -32.00000000 	 16.00000000 
85 	 -32.00000000 	 16.00000000 
86 	 -24.00000000 	 14.00000000 
87 	 -24.00000000 	 14.00000000 
88 	 -24.00000000 	 14.00000000 
89 	 -24.00000000 	 14.00000000 
90 	 -4.00000000 	 6.00000000 
91 	 -8.00000000 	 0.00000000 
92 	 -20.00000000 	 -12.00000000 
93 	 -16.00000000 	 -10.00000000 
94 	 -20.00000000 	 -12.00000000 
95 	 -24.00000000 	 -14.00000000 
96 	 -32.00000000 	 -16.00000000 
97 	 -32.00000000 	 -16.00000000 
98 	 -24.00000000 	 -14.00000000 
99 	 -32.00000000 	 -16.00000000 
100 	 -32.00000000 	 -16.00000000 
101 	 -32.00000000 	 -16.00000000 
102 	 -32.00000000 	 -16.00000000 
103 	 -20.00000000 	 -12.00000000 
104 	 -16.00000000 	 -10.00000000 
105 	 -24.00000000 	 -14.00000000 
106 	 -32.00000000 	 -16.00000000 
107 	 -24.00000000 	 -14.00000000 
108 	 -16.00000000 	 -10.00000000 
109 	 -16.00000000 	 -10.00000000 
110 	 -24.00000000 	 -14.00000000 
111 	 -32.00000000 	 -16.00000000 
112 	 -16.00000000 	 -12.00000000 
113 	 -16.00000000 	 -12.00000000 
114 	 -32.00000000 	 -16.00000000 
115 	 -32.00000000 	 -16.00000000 
116 	 -32.00000000 	 -16.00000000 
117 	 -24.00000000 	 -14.00000000 
118 	 -16.00000000 	 -12.00000000 
119 	 -16.00000000 	 -12.00000000 
120 	 -32.00000000 	 -16.00000000 
121 	 -32.00000000 	 -16.00000000 
